dt,value
2103-12-25T14:37:08.794Z,0.4550342131
2103-12-25T14:38:08.802Z,0.4799608993
2103-12-25T14:39:08.81Z,0.5048875855
2103-12-25T14:40:08.818Z,0.5151515152
2103-12-25T14:41:08.826Z,0.5249266862
2103-12-25T14:42:08.834Z,0.5298142717
2103-12-25T14:43:08.842Z,0.5351906158
2103-12-25T14:44:08.85Z,0.5449657869
2103-12-25T14:45:08.858Z,0.5400782014
2103-12-25T14:46:08.866Z,0.5200391007
2103-12-25T14:47:08.874Z,0.4902248289
2103-12-25T14:48:08.882Z,0.4501466276
2103-12-25T14:49:08.89Z,0.4100684262
2103-12-25T14:50:08.898Z,0.3748778104
2103-12-25T14:51:08.906Z,0.3396871945
2103-12-25T14:52:08.914Z,0.3098729228
2103-12-25T14:53:08.922Z,0.2898338221
2103-12-25T14:54:08.93Z,0.2746823069
2103-12-25T14:55:08.938Z,0.2697947214
2103-12-25T14:56:08.946Z,0.2649071359
2103-12-25T14:57:08.954Z,0.2600195503
2103-12-25T14:58:08.962Z,0.2600195503
2103-12-25T14:59:08.97Z,0.2546432063
2103-12-25T15:00:08.978Z,0.2546432063
2103-12-25T15:01:08.986Z,0.2546432063
2103-12-25T15:02:08.994Z,0.2546432063
2103-12-25T15:03:09.002Z,0.2600195503
2103-12-25T15:04:09.01Z,0.280058651
2103-12-25T15:05:09.018Z,0.2947214076
2103-12-25T15:06:09.026Z,0.3196480938
2103-12-25T15:07:09.034Z,0.3250244379
2103-12-25T15:08:09.042Z,0.3147605083
2103-12-25T15:09:09.05Z,0.3250244379
2103-12-25T15:10:09.058Z,0.3196480938
2103-12-25T15:11:09.066Z,0.3000977517
2103-12-25T15:12:09.074Z,0.2849462366
2103-12-25T15:13:09.082Z,0.280058651
2103-12-25T15:14:09.09Z,0.2546432063
2103-12-25T15:15:09.098Z,0.2399804497
2103-12-25T15:16:09.106Z,0.22971652
2103-12-25T15:17:09.114Z,0.2096774194
2103-12-25T15:18:09.122Z,0.1999022483
2103-12-25T15:19:09.13Z,0.1999022483
2103-12-25T15:20:09.138Z,0.1950146628
2103-12-25T15:21:09.146Z,0.1950146628
2103-12-25T15:22:09.154Z,0.1950146628
2103-12-25T15:23:09.162Z,0.1950146628
2103-12-25T15:24:09.17Z,0.1999022483
2103-12-25T15:25:09.178Z,0.0698924731
2103-12-25T15:26:09.186Z,-0.1055718475
2103-12-25T15:27:09.194Z,-0.1202346041
2103-12-25T15:28:09.202Z,0.5601173021
2103-12-25T15:29:09.21Z,1.500977517
2103-12-25T15:30:09.218Z,1.500977517
2103-12-25T15:31:09.226Z,0.4247311828
2103-12-25T15:32:09.234Z,-0.1656891496
2103-12-25T15:33:09.242Z,-0.2653958944
2103-12-25T15:34:09.25Z,-0.0752688172
2103-12-25T15:35:09.258Z,0.0948191593
2103-12-25T15:36:09.266Z,0.1446725318
2103-12-25T15:37:09.274Z,0.169599218
2103-12-25T15:38:09.282Z,0.1847507331
2103-12-25T15:39:09.29Z,0.1999022483
2103-12-25T15:40:09.298Z,0.2145650049
2103-12-25T15:41:09.306Z,0.2346041056
2103-12-25T15:42:09.314Z,0.2546432063
2103-12-25T15:43:09.322Z,0.2697947214
2103-12-25T15:44:09.33Z,0.2849462366
2103-12-25T15:45:09.338Z,0.3049853372
2103-12-25T15:46:09.346Z,0.3250244379
2103-12-25T15:47:09.354Z,0.3548387097
2103-12-25T15:48:09.362Z,0.3797653959
2103-12-25T15:49:09.37Z,0.4100684262
2103-12-25T15:50:09.378Z,0.4398826979
2103-12-25T15:51:09.386Z,0.4599217986
2103-12-25T15:52:09.394Z,0.4799608993
2103-12-25T15:53:09.402Z,0.4951124145
2103-12-25T15:54:09.41Z,0.5048875855
2103-12-25T15:55:09.418Z,0.5200391007
2103-12-25T15:56:09.426Z,0.5200391007
2103-12-25T15:57:09.434Z,0.5298142717
2103-12-25T15:58:09.442Z,0.5351906158
2103-12-25T15:59:09.45Z,0.5249266862
2103-12-25T16:00:09.458Z,0.5048875855
2103-12-25T16:01:09.466Z,0.4648093842
2103-12-25T16:02:09.474Z,0.4349951124
2103-12-25T16:03:09.482Z,0.3998044966
2103-12-25T16:04:09.49Z,0.3651026393
2103-12-25T16:05:09.498Z,0.3299120235
2103-12-25T16:06:09.506Z,0.3049853372
2103-12-25T16:07:09.514Z,0.2746823069
2103-12-25T16:08:09.522Z,0.2600195503
2103-12-25T16:09:09.53Z,0.2546432063
2103-12-25T16:10:09.538Z,0.2600195503
2103-12-25T16:11:09.546Z,0.2546432063
2103-12-25T16:12:09.554Z,0.2497556207
2103-12-25T16:13:09.562Z,0.2497556207
2103-12-25T16:14:09.57Z,0.2546432063
2103-12-25T16:15:09.578Z,0.2497556207
2103-12-25T16:16:09.586Z,0.2448680352
2103-12-25T16:17:09.594Z,0.2448680352
2103-12-25T16:18:09.602Z,0.2399804497
2103-12-25T16:19:09.61Z,0.2448680352
2103-12-25T16:20:09.618Z,0.2600195503
2103-12-25T16:21:09.626Z,0.2849462366
2103-12-25T16:22:09.634Z,0.3049853372
2103-12-25T16:23:09.642Z,0.2947214076
2103-12-25T16:24:09.65Z,0.2947214076
2103-12-25T16:25:09.658Z,0.3098729228
2103-12-25T16:26:09.666Z,0.3147605083
2103-12-25T16:27:09.674Z,0.280058651
2103-12-25T16:28:09.682Z,0.2697947214
2103-12-25T16:29:09.69Z,0.2697947214
2103-12-25T16:30:09.698Z,0.2600195503
2103-12-25T16:31:09.706Z,0.2448680352
2103-12-25T16:32:09.714Z,0.2145650049
2103-12-25T16:33:09.722Z,0.1950146628
2103-12-25T16:34:09.73Z,0.1999022483
2103-12-25T16:35:09.738Z,0.1999022483
2103-12-25T16:36:09.746Z,0.1999022483
2103-12-25T16:37:09.754Z,0.1950146628
2103-12-25T16:38:09.762Z,0.1999022483
2103-12-25T16:39:09.77Z,0.2096774194
2103-12-25T16:40:09.778Z,0.1749755621
2103-12-25T16:41:09.786Z,0.0244379277
2103-12-25T16:42:09.794Z,-0.0703812317
2103-12-25T16:43:09.802Z,0.1348973607
2103-12-25T16:44:09.81Z,0.9403714565
2103-12-25T16:45:09.818Z,1.500977517
2103-12-25T16:46:09.826Z,1.375855328
2103-12-25T16:47:09.834Z,0.2497556207
2103-12-25T16:48:09.842Z,-0.1603128055
2103-12-25T16:49:09.85Z,-0.2204301075
2103-12-25T16:50:09.858Z,-0.0303030303
2103-12-25T16:51:09.866Z,0.1197458456
2103-12-25T16:52:09.874Z,0.1647116325
2103-12-25T16:53:09.882Z,0.1847507331
2103-12-25T16:54:09.89Z,0.1999022483
2103-12-25T16:55:09.898Z,0.2145650049
2103-12-25T16:56:09.906Z,0.2248289345
2103-12-25T16:57:09.914Z,0.2448680352
2103-12-25T16:58:09.922Z,0.2600195503
2103-12-25T16:59:09.93Z,0.2849462366
2103-12-25T17:00:09.938Z,0.3098729228
2103-12-25T17:01:09.946Z,0.3299120235
2103-12-25T17:02:09.954Z,0.3396871945
2103-12-25T17:03:09.962Z,0.3548387097
2103-12-25T17:04:09.97Z,0.38514174
2103-12-25T17:05:09.978Z,0.4046920821
2103-12-25T17:06:09.986Z,0.4301075269
2103-12-25T17:07:09.994Z,0.4550342131
2103-12-25T17:08:10.002Z,0.4750733138
2103-12-25T17:09:10.01Z,0.5
2103-12-25T17:10:10.018Z,0.5151515152
2103-12-25T17:11:10.026Z,0.5249266862
2103-12-25T17:12:10.034Z,0.5351906158
2103-12-25T17:13:10.042Z,0.5400782014
2103-12-25T17:14:10.05Z,0.5351906158
2103-12-25T17:15:10.058Z,0.5249266862
2103-12-25T17:16:10.066Z,0.5048875855
2103-12-25T17:17:10.074Z,0.4750733138
2103-12-25T17:18:10.082Z,0.4447702835
2103-12-25T17:19:10.09Z,0.3998044966
2103-12-25T17:20:10.098Z,0.3699902248
2103-12-25T17:21:10.106Z,0.334799609
2103-12-25T17:22:10.114Z,0.3000977517
2103-12-25T17:23:10.122Z,0.2849462366
2103-12-25T17:24:10.13Z,0.2746823069
2103-12-25T17:25:10.138Z,0.2600195503
2103-12-25T17:26:10.146Z,0.2600195503
2103-12-25T17:27:10.154Z,0.2600195503
2103-12-25T17:28:10.162Z,0.2497556207
2103-12-25T17:29:10.17Z,0.2448680352
2103-12-25T17:30:10.178Z,0.2497556207
2103-12-25T17:31:10.186Z,0.2546432063
2103-12-25T17:32:10.194Z,0.2497556207
2103-12-25T17:33:10.202Z,0.2448680352
2103-12-25T17:34:10.21Z,0.2546432063
2103-12-25T17:35:10.218Z,0.2649071359
2103-12-25T17:36:10.226Z,0.2898338221
2103-12-25T17:37:10.234Z,0.3000977517
2103-12-25T17:38:10.242Z,0.3049853372
2103-12-25T17:39:10.25Z,0.2947214076
2103-12-25T17:40:10.258Z,0.3049853372
2103-12-25T17:41:10.266Z,0.3098729228
2103-12-25T17:42:10.274Z,0.2849462366
2103-12-25T17:43:10.282Z,0.280058651
2103-12-25T17:44:10.29Z,0.2649071359
2103-12-25T17:45:10.298Z,0.2448680352
2103-12-25T17:46:10.306Z,0.22971652
2103-12-25T17:47:10.314Z,0.2096774194
2103-12-25T17:48:10.322Z,0.1999022483
2103-12-25T17:49:10.33Z,0.1896383187
2103-12-25T17:50:10.338Z,0.1847507331
2103-12-25T17:51:10.346Z,0.1896383187
2103-12-25T17:52:10.354Z,0.1896383187
2103-12-25T17:53:10.362Z,0.1950146628
2103-12-25T17:54:10.37Z,0.1896383187
2103-12-25T17:55:10.378Z,0.1348973607
2103-12-25T17:56:10.386Z,-0.0552297165
2103-12-25T17:57:10.394Z,-0.1402737048
2103-12-25T17:58:10.402Z,0.2096774194
2103-12-25T17:59:10.41Z,1.105571848
2103-12-25T18:00:10.418Z,1.500977517
2103-12-25T18:01:10.426Z,1.080645161
2103-12-25T18:02:10.434Z,0.1397849462
2103-12-25T18:03:10.442Z,-0.1955034213
2103-12-25T18:04:10.45Z,-0.2404692082
2103-12-25T18:05:10.458Z,-0.0004887586
2103-12-25T18:06:10.466Z,0.1197458456
2103-12-25T18:07:10.474Z,0.1598240469
2103-12-25T18:08:10.482Z,0.169599218
2103-12-25T18:09:10.49Z,0.1896383187
2103-12-25T18:10:10.498Z,0.2047898338
2103-12-25T18:11:10.506Z,0.2145650049
2103-12-25T18:12:10.514Z,0.2346041056
2103-12-25T18:13:10.522Z,0.2497556207
2103-12-25T18:14:10.53Z,0.2746823069
2103-12-25T18:15:10.538Z,0.2849462366
2103-12-25T18:16:10.546Z,0.3098729228
2103-12-25T18:17:10.554Z,0.334799609
2103-12-25T18:18:10.562Z,0.3651026393
2103-12-25T18:19:10.57Z,0.3900293255
2103-12-25T18:20:10.578Z,0.4198435973
2103-12-25T18:21:10.586Z,0.4447702835
2103-12-25T18:22:10.594Z,0.4701857283
2103-12-25T18:23:10.602Z,0.4902248289
2103-12-25T18:24:10.61Z,0.5
2103-12-25T18:25:10.618Z,0.5097751711
2103-12-25T18:26:10.626Z,0.5151515152
2103-12-25T18:27:10.634Z,0.5351906158
2103-12-25T18:28:10.642Z,0.5449657869
2103-12-25T18:29:10.65Z,0.5498533724
2103-12-25T18:30:10.658Z,0.5498533724
2103-12-25T18:31:10.666Z,0.5298142717
2103-12-25T18:32:10.674Z,0.5
2103-12-25T18:33:10.682Z,0.4599217986
2103-12-25T18:34:10.69Z,0.4198435973
2103-12-25T18:35:10.698Z,0.38514174
2103-12-25T18:36:10.706Z,0.3499511241
2103-12-25T18:37:10.714Z,0.3250244379
2103-12-25T18:38:10.722Z,0.3098729228
2103-12-25T18:39:10.73Z,0.3000977517
2103-12-25T18:40:10.738Z,0.2947214076
2103-12-25T18:41:10.746Z,0.2898338221
2103-12-25T18:42:10.754Z,0.2947214076
2103-12-25T18:43:10.762Z,0.2898338221
2103-12-25T18:44:10.77Z,0.2898338221
2103-12-25T18:45:10.778Z,0.2849462366
2103-12-25T18:46:10.786Z,0.2849462366
2103-12-25T18:47:10.794Z,0.2898338221
2103-12-25T18:48:10.802Z,0.3049853372
2103-12-25T18:49:10.81Z,0.3196480938
2103-12-25T18:50:10.818Z,0.334799609
2103-12-25T18:51:10.826Z,0.3450635386
2103-12-25T18:52:10.834Z,0.334799609
2103-12-25T18:53:10.842Z,0.3396871945
2103-12-25T18:54:10.85Z,0.3396871945
2103-12-25T18:55:10.858Z,0.3196480938
2103-12-25T18:56:10.866Z,0.3147605083
2103-12-25T18:57:10.874Z,0.3098729228
2103-12-25T18:58:10.882Z,0.280058651
2103-12-25T18:59:10.89Z,0.2546432063
2103-12-25T19:00:10.898Z,0.2399804497
2103-12-25T19:01:10.906Z,0.22971652
2103-12-25T19:02:10.914Z,0.2145650049
2103-12-25T19:03:10.922Z,0.2145650049
2103-12-25T19:04:10.93Z,0.2096774194
2103-12-25T19:05:10.938Z,0.2096774194
2103-12-25T19:06:10.946Z,0.2145650049
2103-12-25T19:07:10.954Z,0.2145650049
2103-12-25T19:08:10.962Z,0.1749755621
2103-12-25T19:09:10.97Z,-0.0552297165
2103-12-25T19:10:10.978Z,-0.2306940371
2103-12-25T19:11:10.986Z,0.0097751711
2103-12-25T19:12:10.994Z,0.9154447703
2103-12-25T19:13:11.002Z,1.500977517
2103-12-25T19:14:11.01Z,1.500977517
2103-12-25T19:15:11.018Z,0.3900293255
2103-12-25T19:16:11.026Z,-0.0904203324
2103-12-25T19:17:11.034Z,-0.1656891496
2103-12-25T19:18:11.042Z,0.0498533724
2103-12-25T19:19:11.05Z,0.1246334311
2103-12-25T19:20:11.058Z,0.1446725318
2103-12-25T19:21:11.066Z,0.1647116325
2103-12-25T19:22:11.074Z,0.1798631476
2103-12-25T19:23:11.082Z,0.1896383187
2103-12-25T19:24:11.09Z,0.1999022483
2103-12-25T19:25:11.098Z,0.219941349
2103-12-25T19:26:11.106Z,0.2399804497
2103-12-25T19:27:11.114Z,0.2600195503
2103-12-25T19:28:11.122Z,0.2746823069
2103-12-25T19:29:11.13Z,0.2898338221
2103-12-25T19:30:11.138Z,0.3147605083
2103-12-25T19:31:11.146Z,0.3396871945
2103-12-25T19:32:11.154Z,0.3699902248
2103-12-25T19:33:11.162Z,0.3998044966
2103-12-25T19:34:11.17Z,0.4198435973
2103-12-25T19:35:11.178Z,0.4447702835
2103-12-25T19:36:11.186Z,0.4701857283
2103-12-25T19:37:11.194Z,0.4799608993
2103-12-25T19:38:11.202Z,0.4848484848
2103-12-25T19:39:11.21Z,0.4799608993
2103-12-25T19:40:11.218Z,0.4799608993
2103-12-25T19:41:11.226Z,0.4848484848
2103-12-25T19:42:11.234Z,0.4799608993
2103-12-25T19:43:11.242Z,0.4750733138
2103-12-25T19:44:11.25Z,0.4599217986
2103-12-25T19:45:11.258Z,0.4398826979
2103-12-25T19:46:11.266Z,0.4100684262
2103-12-25T19:47:11.274Z,0.3797653959
2103-12-25T19:48:11.282Z,0.3499511241
2103-12-25T19:49:11.29Z,0.3250244379
2103-12-25T19:50:11.298Z,0.3000977517
2103-12-25T19:51:11.306Z,0.2849462366
2103-12-25T19:52:11.314Z,0.280058651
2103-12-25T19:53:11.322Z,0.2697947214
2103-12-25T19:54:11.33Z,0.2600195503
2103-12-25T19:55:11.338Z,0.2649071359
2103-12-25T19:56:11.346Z,0.2649071359
2103-12-25T19:57:11.354Z,0.2649071359
2103-12-25T19:58:11.362Z,0.2697947214
2103-12-25T19:59:11.37Z,0.2649071359
2103-12-25T20:00:11.378Z,0.2697947214
2103-12-25T20:01:11.386Z,0.280058651
2103-12-25T20:02:11.394Z,0.3000977517
2103-12-25T20:03:11.402Z,0.3147605083
2103-12-25T20:04:11.41Z,0.3250244379
2103-12-25T20:05:11.418Z,0.3196480938
2103-12-25T20:06:11.426Z,0.3147605083
2103-12-25T20:07:11.434Z,0.3098729228
2103-12-25T20:08:11.442Z,0.3147605083
2103-12-25T20:09:11.45Z,0.2898338221
2103-12-25T20:10:11.458Z,0.280058651
2103-12-25T20:11:11.466Z,0.2649071359
2103-12-25T20:12:11.474Z,0.2448680352
2103-12-25T20:13:11.482Z,0.219941349
2103-12-25T20:14:11.49Z,0.2047898338
2103-12-25T20:15:11.498Z,0.1950146628
2103-12-25T20:16:11.506Z,0.1950146628
2103-12-25T20:17:11.514Z,0.1950146628
2103-12-25T20:18:11.522Z,0.1950146628
2103-12-25T20:19:11.53Z,0.1999022483
2103-12-25T20:20:11.538Z,0.2047898338
2103-12-25T20:21:11.546Z,0.1896383187
2103-12-25T20:22:11.554Z,0.0195503421
2103-12-25T20:23:11.562Z,-0.2003910068
2103-12-25T20:24:11.57Z,-0.2355816227
2103-12-25T20:25:11.578Z,0.61485826
2103-12-25T20:26:11.586Z,1.500977517
2103-12-25T20:27:11.594Z,1.500977517
2103-12-25T20:28:11.602Z,0.4799608993
2103-12-25T20:29:11.61Z,-0.0552297165
2103-12-25T20:30:11.618Z,-0.1603128055
2103-12-25T20:31:11.626Z,0.0244379277
2103-12-25T20:32:11.634Z,0.1197458456
2103-12-25T20:33:11.642Z,0.1446725318
2103-12-25T20:34:11.65Z,0.1598240469
2103-12-25T20:35:11.658Z,0.169599218
2103-12-25T20:36:11.666Z,0.1798631476
2103-12-25T20:37:11.674Z,0.1896383187
2103-12-25T20:38:11.682Z,0.2047898338
2103-12-25T20:39:11.69Z,0.22971652
2103-12-25T20:40:11.698Z,0.2497556207
2103-12-25T20:41:11.706Z,0.2649071359
2103-12-25T20:42:11.714Z,0.2849462366
2103-12-25T20:43:11.722Z,0.3049853372
2103-12-25T20:44:11.73Z,0.3299120235
2103-12-25T20:45:11.738Z,0.3597262952
2103-12-25T20:46:11.746Z,0.3900293255
2103-12-25T20:47:11.754Z,0.4149560117
2103-12-25T20:48:11.762Z,0.4447702835
2103-12-25T20:49:11.77Z,0.4701857283
2103-12-25T20:50:11.778Z,0.4799608993
2103-12-25T20:51:11.786Z,0.4951124145
2103-12-25T20:52:11.794Z,0.5
2103-12-25T20:53:11.802Z,0.5
2103-12-25T20:54:11.81Z,0.5048875855
2103-12-25T20:55:11.818Z,0.5151515152
2103-12-25T20:56:11.826Z,0.5048875855
2103-12-25T20:57:11.834Z,0.4848484848
2103-12-25T20:58:11.842Z,0.4501466276
2103-12-25T20:59:11.85Z,0.4198435973
2103-12-25T21:00:11.858Z,0.3900293255
2103-12-25T21:01:11.866Z,0.3548387097
2103-12-25T21:02:11.874Z,0.3250244379
2103-12-25T21:03:11.882Z,0.3000977517
2103-12-25T21:04:11.89Z,0.2849462366
2103-12-25T21:05:11.898Z,0.2697947214
2103-12-25T21:06:11.906Z,0.2649071359
2103-12-25T21:07:11.914Z,0.2649071359
2103-12-25T21:08:11.922Z,0.2600195503
2103-12-25T21:09:11.93Z,0.2600195503
2103-12-25T21:10:11.938Z,0.2600195503
2103-12-25T21:11:11.946Z,0.2497556207
2103-12-25T21:12:11.954Z,0.2497556207
2103-12-25T21:13:11.962Z,0.2448680352
2103-12-25T21:14:11.97Z,0.2497556207
2103-12-25T21:15:11.978Z,0.2497556207
2103-12-25T21:16:11.986Z,0.2600195503
2103-12-25T21:17:11.994Z,0.280058651
2103-12-25T21:18:12.002Z,0.2947214076
2103-12-25T21:19:12.01Z,0.3098729228
2103-12-25T21:20:12.018Z,0.3000977517
2103-12-25T21:21:12.026Z,0.2898338221
2103-12-25T21:22:12.034Z,0.2849462366
2103-12-25T21:23:12.042Z,0.2898338221
2103-12-25T21:24:12.05Z,0.2649071359
2103-12-25T21:25:12.058Z,0.2746823069
2103-12-25T21:26:12.066Z,0.2600195503
2103-12-25T21:27:12.074Z,0.2346041056
2103-12-25T21:28:12.082Z,0.219941349
2103-12-25T21:29:12.09Z,0.2047898338
2103-12-25T21:30:12.098Z,0.1999022483
2103-12-25T21:31:12.106Z,0.2047898338
2103-12-25T21:32:12.114Z,0.1950146628
2103-12-25T21:33:12.122Z,0.1950146628
2103-12-25T21:34:12.13Z,0.1999022483
2103-12-25T21:35:12.138Z,0.2047898338
2103-12-25T21:36:12.146Z,0.1950146628
2103-12-25T21:37:12.154Z,0.0698924731
2103-12-25T21:38:12.162Z,-0.1256109482
2103-12-25T21:39:12.17Z,-0.1603128055
2103-12-25T21:40:12.178Z,0.5097751711
2103-12-25T21:41:12.186Z,1.500977517
2103-12-25T21:42:12.194Z,1.500977517
2103-12-25T21:43:12.202Z,0.3499511241
2103-12-25T21:44:12.21Z,-0.1705767351
2103-12-25T21:45:12.218Z,-0.2453567937
2103-12-25T21:46:12.226Z,-0.0303030303
2103-12-25T21:47:12.234Z,0.1094819159
2103-12-25T21:48:12.242Z,0.1549364614
2103-12-25T21:49:12.25Z,0.169599218
2103-12-25T21:50:12.258Z,0.1749755621
2103-12-25T21:51:12.266Z,0.1896383187
2103-12-25T21:52:12.274Z,0.2096774194
2103-12-25T21:53:12.282Z,0.219941349
2103-12-25T21:54:12.29Z,0.2346041056
2103-12-25T21:55:12.298Z,0.2546432063
2103-12-25T21:56:12.306Z,0.2697947214
2103-12-25T21:57:12.314Z,0.2898338221
2103-12-25T21:58:12.322Z,0.3098729228
2103-12-25T21:59:12.33Z,0.334799609
2103-12-25T22:00:12.338Z,0.3651026393
2103-12-25T22:01:12.346Z,0.38514174
2103-12-25T22:02:12.354Z,0.4100684262
2103-12-25T22:03:12.362Z,0.4398826979
2103-12-25T22:04:12.37Z,0.4701857283
2103-12-25T22:05:12.378Z,0.5
2103-12-25T22:06:12.386Z,0.5249266862
2103-12-25T22:07:12.394Z,0.5449657869
2103-12-25T22:08:12.402Z,0.5601173021
2103-12-25T22:09:12.41Z,0.5650048876
2103-12-25T22:10:12.418Z,0.5698924731
2103-12-25T22:11:12.426Z,0.5601173021
2103-12-25T22:12:12.434Z,0.5298142717
2103-12-25T22:13:12.442Z,0.4951124145
2103-12-25T22:14:12.45Z,0.4501466276
2103-12-25T22:15:12.458Z,0.4046920821
2103-12-25T22:16:12.466Z,0.3597262952
2103-12-25T22:17:12.474Z,0.3299120235
2103-12-25T22:18:12.482Z,0.2947214076
2103-12-25T22:19:12.49Z,0.2746823069
2103-12-25T22:20:12.498Z,0.2546432063
2103-12-25T22:21:12.506Z,0.2399804497
2103-12-25T22:22:12.514Z,0.2346041056
2103-12-25T22:23:12.522Z,0.22971652
2103-12-25T22:24:12.53Z,0.2248289345
2103-12-25T22:25:12.538Z,0.2346041056
2103-12-25T22:26:12.546Z,0.22971652
2103-12-25T22:27:12.554Z,0.22971652
2103-12-25T22:28:12.562Z,0.2248289345
2103-12-25T22:29:12.57Z,0.2248289345
2103-12-25T22:30:12.578Z,0.219941349
2103-12-25T22:31:12.586Z,0.2248289345
2103-12-25T22:32:12.594Z,0.2399804497
2103-12-25T22:33:12.602Z,0.2546432063
2103-12-25T22:34:12.61Z,0.2697947214
2103-12-25T22:35:12.618Z,0.2849462366
2103-12-25T22:36:12.626Z,0.2849462366
2103-12-25T22:37:12.634Z,0.2849462366
2103-12-25T22:38:12.642Z,0.280058651
2103-12-25T22:39:12.65Z,0.2849462366
2103-12-25T22:40:12.658Z,0.2600195503
2103-12-25T22:41:12.666Z,0.2600195503
2103-12-25T22:42:12.674Z,0.2497556207
2103-12-25T22:43:12.682Z,0.22971652
2103-12-25T22:44:12.69Z,0.2145650049
2103-12-25T22:45:12.698Z,0.1896383187
2103-12-25T22:46:12.706Z,0.1896383187
2103-12-25T22:47:12.714Z,0.1896383187
2103-12-25T22:48:12.722Z,0.1896383187
2103-12-25T22:49:12.73Z,0.1896383187
2103-12-25T22:50:12.738Z,0.1950146628
2103-12-25T22:51:12.746Z,0.1950146628
2103-12-25T22:52:12.754Z,0.1999022483
2103-12-25T22:53:12.762Z,0.11485826
2103-12-25T22:54:12.77Z,-0.0351906158
2103-12-25T22:55:12.778Z,-0.050342131
2103-12-25T22:56:12.786Z,0.4951124145
2103-12-25T22:57:12.794Z,1.380742913
2103-12-25T22:58:12.802Z,1.500977517
2103-12-25T22:59:12.81Z,0.4046920821
2103-12-25T23:00:12.818Z,-0.1656891496
2103-12-25T23:01:12.826Z,-0.275659824
2103-12-25T23:02:12.834Z,-0.1001955034
2103-12-25T23:03:12.842Z,0.1045943304
2103-12-25T23:04:12.85Z,0.1598240469
2103-12-25T23:05:12.858Z,0.1749755621
2103-12-25T23:06:12.866Z,0.1896383187
2103-12-25T23:07:12.874Z,0.2047898338
2103-12-25T23:08:12.882Z,0.2145650049
2103-12-25T23:09:12.89Z,0.2346041056
2103-12-25T23:10:12.898Z,0.2497556207
2103-12-25T23:11:12.906Z,0.2746823069
2103-12-25T23:12:12.914Z,0.2898338221
2103-12-25T23:13:12.922Z,0.3147605083
2103-12-25T23:14:12.93Z,0.334799609
2103-12-25T23:15:12.938Z,0.3548387097
2103-12-25T23:16:12.946Z,0.3797653959
2103-12-25T23:17:12.954Z,0.4198435973
2103-12-25T23:18:12.962Z,0.4447702835
2103-12-25T23:19:12.97Z,0.4848484848
2103-12-25T23:20:12.978Z,0.5249266862
2103-12-25T23:21:12.986Z,0.5601173021
2103-12-25T23:22:12.994Z,0.6001955034
2103-12-25T23:23:13.002Z,0.6251221896
2103-12-25T23:24:13.01Z,0.6402737048
2103-12-25T23:25:13.018Z,0.6500488759
2103-12-25T23:26:13.026Z,0.6549364614
2103-12-25T23:27:13.034Z,0.6402737048
2103-12-25T23:28:13.042Z,0.61485826
2103-12-25T23:29:13.05Z,0.5650048876
2103-12-25T23:30:13.058Z,0.5097751711
2103-12-25T23:31:13.066Z,0.4550342131
2103-12-25T23:32:13.074Z,0.4046920821
2103-12-25T23:33:13.082Z,0.3597262952
2103-12-25T23:34:13.09Z,0.3196480938
2103-12-25T23:35:13.098Z,0.2898338221
2103-12-25T23:36:13.106Z,0.2697947214
2103-12-25T23:37:13.114Z,0.2448680352
2103-12-25T23:38:13.122Z,0.2448680352
2103-12-25T23:39:13.13Z,0.2399804497
2103-12-25T23:40:13.138Z,0.2346041056
2103-12-25T23:41:13.146Z,0.2248289345
2103-12-25T23:42:13.154Z,0.22971652
2103-12-25T23:43:13.162Z,0.2346041056
2103-12-25T23:44:13.17Z,0.2346041056
2103-12-25T23:45:13.178Z,0.2248289345
2103-12-25T23:46:13.186Z,0.2248289345
2103-12-25T23:47:13.194Z,0.2145650049
2103-12-25T23:48:13.202Z,0.219941349
2103-12-25T23:49:13.21Z,0.2399804497
2103-12-25T23:50:13.218Z,0.2546432063
2103-12-25T23:51:13.226Z,0.2697947214
2103-12-25T23:52:13.234Z,0.280058651
2103-12-25T23:53:13.242Z,0.2849462366
2103-12-25T23:54:13.25Z,0.2746823069
2103-12-25T23:55:13.258Z,0.2849462366
2103-12-25T23:56:13.266Z,0.2746823069
2103-12-25T23:57:13.274Z,0.2600195503
2103-12-25T23:58:13.282Z,0.2649071359
2103-12-25T23:59:13.29Z,0.2399804497
2103-12-26T00:00:13.298Z,0.2145650049
2103-12-26T00:01:13.306Z,0.1999022483
2103-12-26T00:02:13.314Z,0.1896383187
2103-12-26T00:03:13.322Z,0.1999022483
2103-12-26T00:04:13.33Z,0.1999022483
2103-12-26T00:05:13.338Z,0.1950146628
2103-12-26T00:06:13.346Z,0.1950146628
2103-12-26T00:07:13.354Z,0.2047898338
2103-12-26T00:08:13.362Z,0.1999022483
2103-12-26T00:09:13.37Z,0.2047898338
2103-12-26T00:10:13.378Z,0.004398827
2103-12-26T00:11:13.386Z,-0.0654936461
2103-12-26T00:12:13.394Z,0.1999022483
2103-12-26T00:13:13.402Z,1.015151515
2103-12-26T00:14:13.41Z,1.500977517
2103-12-26T00:15:13.418Z,0.7551319648
2103-12-26T00:16:13.426Z,-0.110459433
2103-12-26T00:17:13.434Z,-0.3206256109
2103-12-26T00:18:13.442Z,-0.1803519062
2103-12-26T00:19:13.45Z,0.0596285435
2103-12-26T00:20:13.458Z,0.1495601173
2103-12-26T00:21:13.466Z,0.1749755621
